termino_1,termino_2,respuesta_completa,decision
ley,ley,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: ley
Contexto 1: norma jurídica que regula y establece las reglas y principios que deben ser seguidos en un país o comunidad. En el contexto de la legislación laboral española, la ley se utiliza para regular las relaciones entre empleadores y trabajadores, estableciendo derechos y obligaciones para ambas partes. La ley proporciona un marco regulatorio para la contratación laboral, la seguridad social, la protección de los trabajadores y la resolución de conflictos laborales. En el texto legal proporcionado, se pueden encontrar diferentes artículos que regulan aspectos específicos de la relación laboral, como la contratación, la duración del contrato, la suspensión del contrato, el despido colectivo, la igualdad de género, la formación profesional, la seguridad y salud en el trabajo, y la protección de los trabajadores.

Término 2: ley
Contexto 2: La ley es una fuente primaria del derecho, siendo la expresión de la voluntad general del Estado, emanada de sus órganos competentes. Se caracteriza por ser obligatoria y aplicable a todos los ciudadanos, con independencia de su condición personal o profesional. La ley puede tener diferentes tipos, como leyes ordinarias, leyes especiales, leyes de bases, leyes orgánicas, entre otras, cada una con sus propias características y alcance.

Respuesta: [/INST] Sí, ambos términos hacen referencia a la misma fuente del derecho, por lo tanto representan el mismo concepto.

Término 1: despido
Contexto 1: El despido es el acto por el que un empleador rescinde unilateralmente el contrato de trabajo, sin que el trabajador tenga la posibilidad de aceptar o rechazar la decisión. En el contexto de la legislación laboral española, el despido debe cumplir con ciertos requisitos y procedimientos establecidos por la ley, como la notificación previa al trabajador, la indemnización correspondiente y la tramitación ante el órgano competente.

Término 2: rescisión
Contexto 2: La rescisión es el acto por el que se pone fin a un contrato, ya sea por acuerdo de las partes o por decisión de una de ellas. En el contexto de la legislación labor",si
cotización,tipo de cambio,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: cotización
Contexto 1: contribución o pago que realizan los trabajadores y sus empleadores a la Seguridad Social, que se utiliza para financiar diversas prestaciones y servicios relacionados con la protección social. La cotización se calcula sobre las bases de cotización, que pueden variar dependiendo de factores como el salario, el tipo de contrato y la actividad económica. Se aplica a diferentes situaciones, como la jubilación, la incapacidad laboral, el desempleo y la muerte. La información sobre la cotización se registra en los documentos de cotización y se utiliza para calcular las prestaciones y servicios de la Seguridad Social. La cotización es un aspecto fundamental en el sistema de la Seguridad Social, ya que permite financiar las prestaciones y servicios que garantizan la protección social de los ciudadanos. 

Término 2: tipo de cambio
Contexto 2: El tipo de cambio es la relación entre la moneda de un país y otra moneda, generalmente expresada en términos de la cantidad de unidades de la primera moneda necesarias para comprar una unidad de la segunda moneda. En otras palabras, es la tasa en la que se pueden intercambiar dos monedas diferentes.

Respuesta: [/INST] No, los términos no representan el mismo concepto. La cotización se refiere a la contribución o pago a la Seguridad Social, mientras que el tipo de cambio se refiere a la relación entre las monedas de diferentes países. 

Término 1: contrato de trabajo
Contexto 1: El contrato de trabajo es un acuerdo entre un trabajador y un empleador que establece las condiciones de la relación laboral, incluyendo la descripción del trabajo, la remuneración, el horario de trabajo, las vacaciones y otros beneficios. El contrato de trabajo es un documento legal que regula las obligaciones y derechos de las partes involucradas.

Término 2: convenio colectivo
Contexto 2: El convenio colectivo es un acuerdo entre empleadores y trabajadores o sus organizaciones representativas que establece condiciones laborales y salariales para un grupo de trabaj",si
consanguinidad,parentesco,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: consanguinidad
Contexto 1: relación de parentesco entre individuos basada en la sangre, es decir, la conexión genética entre ellos. En el contexto legal, se utiliza para describir a los parientes cercanos, como padres, hijos, hermanos, abuelos, nietos, etc., hasta el segundo grado inclusive. También se extiende a los parientes por afinidad, como suegros, nuera, yerno, etc. La consanguinidad es importante en la legislación laboral y familiar, ya que determina los derechos y obligaciones de los individuos en relación con sus familiares. Por ejemplo, en algunos casos, se otorgan permisos especiales para cuidar a familiares cercanos que requieren atención especializada. 

Término 2: parentesco
Contexto 2: El parentesco consanguíneo se refiere a las relaciones de sangre entre parientes cercanos, como padres e hijos, hermanos, abuelos, nietos, etc. Si dos personas comparten un antepasado común, entonces están relacionadas por consanguinidad.

Respuesta: [/INST] Sí, ambos términos hacen referencia a la relación de parentesco entre individuos, por lo tanto representan el mismo concepto.

Término 1: derecho de asilo
Contexto 1: El derecho de asilo es un principio jurídico que permite a un individuo buscar protección en un país extranjero debido a la persecución o amenaza de persecución en su país de origen. Este derecho está reconocido en la Convención de Ginebra de 1951 y en la Declaración Universal de Derechos Humanos.

Término 2: protección internacional
Contexto 2: La protección internacional se refiere a la asistencia y protección que un país ofrece a un individuo que ha sido víctima de violaciones de derechos humanos o persecución en su país de origen. Esta protección puede incluir la concesión de asilo, refugio o residencia temporal.

Resp",si
publicidad,publicidad,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: publicidad
Contexto 1: acción de hacer conocida información o actividades a través de medios de comunicación, generalmente con fines comerciales o informativos. En el contexto de la legislación laboral, la publicidad se relaciona con la divulgación de acuerdos o convenios entre empleadores y trabajadores, como se establece en la normativa referente a la comunicación de dichas transacciones a la oficina pública correspondiente. La publicidad tiene un papel importante en la transparencia y el registro de estos acuerdos, contribuyendo a la seguridad jurídica y la protección de los derechos de los trabajadores.

Término 2: publicidad
Contexto 2: promoción y difusión de productos, servicios o marcas a través de diferentes medios y canales con el objetivo de aumentar la conciencia y el interés de los consumidores hacia ellos. Puede adoptar diversas formas, desde la publicidad tradicional impresa o televisiva hasta la publicidad digital en línea, incluyendo anuncios en redes sociales, correo electrónico, buscadores y aplicaciones móviles.

Respuesta: [/INST] Sí, ambos términos representan el mismo concepto, ya que se refieren a la acción de hacer conocida información o actividades a través de medios de comunicación.

Término 1: contrato de trabajo
Contexto 1: El contrato de trabajo es un acuerdo entre un empleador y un trabajador que establece las condiciones de la relación laboral, incluyendo la remuneración, el horario de trabajo, las responsabilidades y los derechos de cada parte.

Término 2: convenio colectivo
Contexto 2: El convenio colectivo es un acuerdo entre empleadores y trabajadores o sus representantes, que establece condiciones laborales y salariales para un grupo de trabajadores en una industria o sector específico.

Respuesta: No, ambos términos representan conceptos diferentes, ya que el contrato de trabajo se refiere a un acuerdo entre un empleador y un trabajador",si
empresario,empresario,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: empresario
Contexto 1: persona física o jurídica que dirige y organiza una empresa, responsable de tomar decisiones estratégicas y gestionar recursos humanos, financieros y materiales. En el contexto laboral, el empresario es el encargado de contratar y supervisar a los trabajadores, estableciendo las condiciones de trabajo y la política de empleo. También es responsable de cumplir con las obligaciones legales y contractuales, incluyendo la seguridad y salud en el trabajo, la protección de datos y la igualdad de oportunidades. El empresario debe mantener una comunicación efectiva con los trabajadores y sus representantes, y participar en la negociación colectiva y la resolución de conflictos. En resumen, el empresario es la figura clave en la gestión de una empresa, responsable de liderar y coordinar los esfuerzos

Término 2: empresario
Contexto 2: El término ""empresario"" se refiere a la persona física o jurídica que dirige y gestiona una empresa, es decir, quien asume los riesgos y beneficios asociados con la actividad comercial o industrial. En el ámbito laboral, el empresario es el responsable de contratar y despedir a los trabajadores, así como de establecer las condiciones de trabajo y la organización interna de la empresa.

Respuesta: [/INST] Sí, ambos términos representan el mismo concepto, ya que se refieren a la persona física o jurídica que dirige y gestiona una empresa, asumiendo los riesgos y beneficios asociados con la actividad comercial o industrial.

Término 1: contrato de trabajo
Contexto 1: El contrato de trabajo es un acuerdo entre un trabajador y un empleador que establece las condiciones de trabajo, la remuneración y los derechos y obligaciones de ambas partes. El contrato de trabajo puede ser verbal o escrito, y debe cumplir con los requisitos legales establecidos en la legislación laboral.

Término 2: convenio colectivo
Contexto 2: El convenio colectivo es un acuerdo entre un empleador y un sindicato o una organización de trabajadores que establece las condiciones de trabajo, la remuneración y los derechos y obligaciones de",si
salud pública,salud pública,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: salud pública
Contexto 1: protección y promoción de la salud de la población, mediante políticas y medidas implementadas por la autoridad pública competente. Esto incluye acciones destinadas a prevenir enfermedades, controlar epidemias y garantizar acceso a servicios de salud adecuados. La salud pública es un aspecto fundamental de la gestión sanitaria y tiene como objetivo mejorar la calidad de vida de la comunidad. Se relaciona con la toma de decisiones sobre la regulación de actividades que puedan impactar en la salud de la población, como la industria farmacéutica o la alimentación. En este sentido, la salud pública es un concepto clave en la planificación y ejecución de políticas públicas que buscan proteger y promover la salud de la población.

Término 2: salud pública
Contexto 2: acciones y políticas implementadas por los gobiernos y organismos internacionales para promover y proteger la salud de la población en general. Esto incluye la prevención de enfermedades, la educación sobre hábitos saludables, la vigilancia epidemiológica, la investigación científica y la gestión de crisis sanitarias. La salud pública también implica la garantía de acceso a servicios de atención médica de calidad, la protección contra factores ambientales y sociales perjudiciales, y la promoción de estilos de vida saludable. En el ámbito laboral, la salud pública es fundamental para prevenir lesiones y enfermedades relacionadas con el trabajo, y para garantizar un entorno de trabajo seguro y saludable.

Respuesta: [/INST] Sí, ambos términos hacen referencia a la protección y promoción de la salud de la población, por lo tanto representan el mismo concepto.

Término 1: derecho a la educación
Contexto 1: El derecho a la educación es un derecho humano fundamental que garantiza a todos los individuos el acceso a la educación, independientemente de su raza, género, religión o condición socioeconómica. Este derecho se encuentra consagrado en la Declaración Universal de Derechos Humanos y en la Convención sobre los Derechos del Niño. El derecho a la educación implica el acceso a una educación de calidad, gratuita y obligatoria, que incluya la educación primaria, secundaria y terciaria. También implica la libertad de elegir el tipo de educación que se desea recibir, así como la libertad de expresión y pensamiento",si
jurisdicción social,jurisdicción social,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: jurisdicción social
Contexto 1: rama del poder judicial encargada de resolver disputas y conflictos relacionados con la relación laboral entre empleadores y empleados, así como con la aplicación y cumplimiento de las leyes laborales. La jurisdicción social tiene competencia para conocer y resolver casos relacionados con la negociación colectiva, la aplicación de convenios colectivos, la protección de los derechos de los trabajadores, la resolución de conflictos laborales y la determinación de las condiciones de trabajo. Su función principal es garantizar la aplicación de la ley laboral y proteger los derechos de los trabajadores. La jurisdicción social actúa a través de procedimientos específicos, como el procedimiento de conciliación y el procedimiento de juicio, y sus decisiones son recurribles ante tribunales superiores.

Término 2: jurisdicción social
Contexto 2: tipo de jurisdicción especializada en la resolución de conflictos relacionados con la protección de los derechos sociales, como la seguridad social, la salud pública, la educación, la vivienda y otros aspectos relacionados con la calidad de vida de las personas. Se enfoca en garantizar el acceso a servicios básicos y la igualdad de oportunidades para todos los ciudadanos. En este sentido, la jurisdicción social se ocupa de resolver disputas entre individuos, empresas y organismos públicos sobre cuestiones como la prestación de servicios sociales, la asignación de recursos públicos y la aplicación de políticas sociales. Su objetivo principal es promover la justicia social y la equidad en la sociedad, protegiendo los derechos fundamentales de los individuos y grupos vulnerables. La jurisdicción social puede ser ejercida por tribunales especiales o por jueces ordinarios que tengan competencia en materia social. En algunos países, también existe una jurisdicción social especializada que se encarga de resolver conflictos relacionados con la protección de los derechos de los consumidores, la defensa del medio ambiente y otras materias similares. En resumen, la jurisdicción social es un instrumento fundamental para garantizar la protección de los derechos sociales y promover la justicia y la equidad en la sociedad.

Respuesta: [/INST] Sí, ambos términos representan el mismo concepto, ya que se refieren a la rama del poder judicial encargada de resolver disputas y conflictos relacionados con la relación laboral y la aplicación de las leyes laborales, así como a la protección de los derechos sociales y la promoción de la justicia y la equidad en la sociedad.

Término 1: derecho a la huelga
Contexto 1: El derecho a la huelga es un derecho fundamental de los trabajadores que les permite realizar huelgas para protestar contra condiciones laborales injustas, exigir mejoras salariales o condiciones de trabajo, o para defender sus derechos laborales. La huelga es un medio de presión colectiva que permite a los trabajadores expresar su disconformidad con las políticas de los empleadores o con las condiciones laborales existentes.

Término 2: derecho",si
religión,religión,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: religión
Contexto 1: creencia o sistema de creencias que une a un grupo de personas en torno a un conjunto de valores, prácticas y dogmas comunes. En el contexto legal, la religión es uno de los factores que pueden ser objeto de discriminación directa o indirecta, junto con el origen racial o étnico, la discapacidad, la edad, la orientación sexual, entre otros. La protección contra el acoso por razón de religión es fundamental en la sociedad moderna, garantizando la igualdad y la dignidad de todas las personas independientemente de sus creencias. Este concepto está estrechamente relacionado con la libertad de culto y la tolerancia religiosa, siendo esencial en la configuración de la sociedad pluralista actual.

Término 2: religión
Contexto 2: creencia o conjunto de creencias que se refieren a lo divino, lo sobrenatural o lo trascendental, y que se manifiestan a través de rituales, prácticas y creencias compartidas por un grupo humano. En este sentido, la religión es una parte fundamental de la cultura y la identidad de las personas, y puede influir en sus valores, comportamientos y creencias. Además, la religión también puede tener implicaciones en el derecho laboral, ya que algunas empresas pueden ofrecer beneficios o permisos relacionados con la observancia religiosa, como días festivos o permisos para asistir a ceremonias religiosas. En otros casos, la religión puede ser un factor en la toma de decisiones laborales, como en la selección de personal o en la gestión de conflictos laborales.

Respuesta: [/INST] Sí, ambos términos representan el mismo concepto, ya que se refieren a la creencia o conjunto de creencias que se refieren a lo divino, lo sobrenatural o lo trascendental, y que se manifiestan a través de rituales, prácticas y creencias compartidas por un grupo humano.

Término 1: derecho a la educación
Contexto 1: El derecho a la educación es un derecho humano fundamental que garantiza a todos los individuos el acceso a la educación, independientemente de su edad, género, raza, religión, discapacidad o cualquier otra condición. Este derecho es esencial para el desarrollo personal, social y económico de las personas y es reconocido en la Declaración Universal de Derechos Humanos y en la Convención sobre los Derechos del Niño.

Término 2: educación obligatoria
Contexto",si
estatuto de los trabajadores,derecho del trabajo,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: estatuto de los trabajadores
Contexto 1: normativa legal que regula las relaciones laborales entre empleadores y trabajadores en España. Este marco legal establece derechos y deberes para ambas partes, abarcando aspectos como la contratación, el despido, la movilidad laboral, la seguridad social y las prestaciones salariales. La Ley del Estatuto de los Trabajadores es fundamental en el derecho laboral español, ofreciendo protección a los trabajadores y fomentando la justicia y equidad en el mundo laboral. Su aplicación es amplia, cubriendo desde la relación individual entre empleador y trabajador hasta la regulación colectiva de las condiciones laborales.

Término 2: derecho del trabajo
Contexto 2: El Derecho del trabajo es el conjunto de normas jurídicas que regulan las relaciones entre los trabajadores y sus empleadores, así como las condiciones de trabajo, los derechos y deberes de ambas partes. Se ocupa de la protección de los trabajadores frente a posibles abusos por parte de los patronos, garantizando su seguridad, salud y bienestar en el lugar de trabajo. También regula aspectos como la contratación laboral, la duración del contrato, las condiciones de trabajo, la remuneración, la formación profesional, la igualdad de género y la no discriminación. En resumen, el Derecho del trabajo busca equilibrar los intereses de los trabajadores y los empleadores, promoviendo un ambiente laboral justo y seguro.

Respuesta: [/INST] Sí, ambos términos hacen referencia al conjunto de normas jurídicas que regulan las relaciones entre trabajadores y empleadores, por lo tanto representan el mismo concepto.

Término 1: contrato de trabajo
Contexto 1: El contrato de trabajo es un acuerdo entre un trabajador y un empleador que establece las condiciones bajo las cuales el trabajador prestará servicios laborales. Este acuerdo puede ser verbal o escrito, y puede ser de duración determinada o indefinida. El contrato de trabajo es fundamental en el derecho laboral, ya que define los derechos y deberes de ambas partes, incluyendo la remuneración, las condiciones de trabajo, la duración del contrato y las posibles causas de terminación.

Término 2: convenio colectivo
Contexto 2: El convenio colectivo es un acuerdo entre empleadores y trabajadores o sus organizaciones representativas",si
estatuto de los trabajadores,derecho del trabajo,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: estatuto de los trabajadores
Contexto 1: normativa legal que regula las relaciones laborales entre empleadores y trabajadores en España. Este marco legal establece derechos y deberes para ambas partes, abarcando aspectos como la contratación, el despido, la movilidad laboral, la seguridad social y las prestaciones salariales. La Ley del Estatuto de los Trabajadores es fundamental en el derecho laboral español, ofreciendo protección a los trabajadores y fomentando la justicia y equidad en el mundo laboral. Su aplicación es amplia, cubriendo desde la relación individual entre empleador y trabajador hasta la regulación colectiva de las condiciones laborales.

Término 2: derecho del trabajo
Contexto 2: conjunto de normas jurídicas que regulan las relaciones entre los trabajadores y sus empleadores, así como las condiciones de trabajo, los derechos y deberes de ambas partes. Se ocupa de la protección de los trabajadores frente a posibles abusos por parte de los patronos, garantizando su seguridad, salud y bienestar en el lugar de trabajo. También regula aspectos como la contratación laboral, la duración del contrato, las condiciones de trabajo, la remuneración, la formación profesional, la igualdad de género y la no discriminación. En resumen, el Derecho del trabajo busca equilibrar los intereses de los trabajadores y los empleadores, promoviendo un ambiente laboral justo y seguro.

Respuesta: [/INST] Sí, ambos términos hacen referencia a la normativa legal que regula las relaciones laborales entre empleadores y trabajadores, por lo tanto representan el mismo concepto.

Término 1: contrato de trabajo
Contexto 1: acuerdo entre dos o más partes, donde una de ellas se compromete a realizar un trabajo a cambio de una remuneración. Este contrato puede ser por tiempo determinado o indefinido, y puede incluir condiciones específicas como la duración, el horario, la remuneración y las responsabilidades de cada parte.

Término 2: convenio colectivo
Contexto 2: acuerdo entre empleadores y trabajadores o sus representantes, que establece condiciones laborales y salariales para un grupo de trabajadores. Los convenios colectivos pueden ser de ámbito sectorial, territorial o empresarial, y su objetivo es regular las relaciones laborales y garantizar la",si
convenio colectivo,convenio colectivo,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: convenio colectivo
Contexto 1: acuerdo entre empleadores y trabajadores que establece condiciones laborales y salariales para un grupo de trabajadores en una industria o sector específico. Este acuerdo puede ser negociado a nivel nacional, regional o local y tiene como objetivo regular las relaciones laborales y mejorar las condiciones de trabajo. Los convenios colectivos pueden cubrir temas como la jornada laboral, las condiciones de seguridad y salud, la formación y capacitación, la protección de datos personales, la igualdad de género, la conciliación familiar y laboral, la flexibilidad laboral, la participación de los trabajadores en la toma de decisiones, la información y consulta de los trabajadores, la representación de los trabajadores, la negociación colectiva, la huelga, la suspensión de contratos, la extinción de contratos, la indemnización

Término 2: convenio colectivo
Contexto 2: El convenio colectivo es un acuerdo entre las partes interesadas en la relación laboral, generalmente firmado por sindicatos y patronal, que establece condiciones generales de trabajo, salarios, derechos y obligaciones de los trabajadores y empresas. Se aplica a un grupo de trabajadores y/o empresas concretas, y puede ser estatal o sectorial. Su objetivo es regular y mejorar las condiciones laborales, promover la negociación colectiva y fomentar la estabilidad laboral. Los convenios colectivos pueden ser de aplicación obligatoria o voluntaria, dependiendo de su alcance y contenido. En caso de conflicto, se consideran acuerdos legítimos y vinculantes para ambas partes. La negociación y firma de convenios colectivos está regulada por leyes y reglamentos específicos, que varían según el país y la jurisdicción. En algunos casos, los convenios colectivos pueden tener carácter supletorio, lo que significa que se aplican cuando no hay otras disposiciones legales o contractuales que lo hagan. En resumen, el convenio colectivo es un instrumento fundamental en la regulación de las relaciones laborales, que busca equilibrar los intereses de los trabajadores y las empresas, y garantizar unas condiciones laborales justas y seguras.

Respuesta: [/INST] Sí, ambos términos representan el mismo concepto, ya que se refieren a un acuerdo entre empleadores y trabajadores que establece condiciones laborales y salariales para un grupo de trabajadores en una industria o sector específico.

Término 1: contrato de trabajo
Contexto 1: El contrato de trabajo es un acuerdo entre un trabajador y un empleador que establece las condiciones de la relación laboral, incluyendo la descripción del trabajo, la remuneración, la duración del contrato, las condiciones de trabajo y las responsabilidades de cada parte. El contrato de trabajo puede ser de duración determinada o indeterminada, y puede ser modificado o rescindido según lo establecido en la ley y en el contrato mismo.

Término 2: contrato laboral
Contexto 2: El contrato laboral es un acuerdo entre un trabajador y un empleador que establece las condiciones",si
salario mínimo interprofesional,salario mínimo,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: salario mínimo interprofesional
Contexto 1: cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independientemente de su profesión o categoría laboral. Este salario es fijado anualmente por el gobierno, después de consultar con las organizaciones sindicales y asociaciones empresariales más representativas, y tiene en cuenta el índice de precios de consumo. El salario mínimo interprofesional es inembargable y no puede ser inferior a la cantidad establecida. Su objetivo es proteger a los trabajadores de bajos ingresos y garantizarles un nivel de vida digno. Es relevante en el contexto laboral, especialmente en relación con las condiciones específicas y los derechos asociados a los trabajadores.

Término 2: salario mínimo
Contexto 2: El salario mínimo es el nivel más bajo de remuneración que puede percibir un trabajador en un país o región determinada, establecido por las autoridades competentes con el fin de garantizar un estándar básico de vida digna y evitar la explotación laboral. En muchos países, el salario mínimo se aplica a todos los trabajadores, independientemente de su edad, género o condición laboral.

Respuesta: [/INST] Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independientemente de su profesión o categoría laboral.

Término 2: salario mínimo interprofesional
Contexto 2: El salario mínimo interprofesional es la cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independientemente de su profesión o categoría laboral.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independient",si
salario mínimo interprofesional,salario mínimo,"<s>[INST] Eres un experto en lingüística jurídica. Determina si los siguientes términos representan el mismo concepto o deben enlazarse.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la remuneración mínima legal que un trabajador debe recibir por su labor.

Término 2: remuneración básica
Contexto 2: La remuneración básica establece el ingreso mínimo que puede recibir un trabajador formal.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: salario mínimo interprofesional
Contexto 1: cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independientemente de su profesión o categoría laboral. Este salario es fijado anualmente por el gobierno, después de consultar con las organizaciones sindicales y asociaciones empresariales más representativas, y tiene en cuenta el índice de precios de consumo. El salario mínimo interprofesional es inembargable y no puede ser inferior a la cantidad establecida. Su objetivo es proteger a los trabajadores de bajos ingresos y garantizarles un nivel de vida digno. Es relevante en el contexto laboral, especialmente en relación con las condiciones específicas y los derechos asociados a los trabajadores.

Término 2: salario mínimo
Contexto 2: El salario mínimo es el nivel más bajo de remuneración que puede percibir un trabajador en un país o región determinada, establecido por las autoridades competentes con el fin de garantizar un estándar básico de vida digna y evitar la explotación laboral. En muchos países, el salario mínimo se aplica a todos los trabajadores, independientemente de su edad, género o condición laboral.

Respuesta: [/INST] Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independientemente de su profesión o categoría laboral.

Término 2: salario mínimo interprofesional
Contexto 2: El salario mínimo interprofesional es la cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independientemente de su profesión o categoría laboral.

Respuesta: Sí, ambos términos hacen referencia al ingreso mínimo legal, por lo tanto representan el mismo concepto.

Término 1: salario mínimo
Contexto 1: El salario mínimo es la cantidad mínima de dinero que debe recibir un trabajador por hora o día de trabajo, independient",si
